Rk,Date,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Team,League
13,2024-10-05,Matchweek 7,Away,Thilo Kehrer,Rennes,Y,0.18,0.54,Head,6.0,6,0-0,Steve Mandanda,Eliesse Ben Seghir,Eliesse Ben Seghir,Pass (Dead),Thilo Kehrer,Pass (Live),Deflected,Monaco,Ligue1
14,2024-10-05,Matchweek 7,Away,Folarin Balogun,Rennes,Y,0.26,0.3,Left Foot,10.0,22,1-1,Steve Mandanda,Eliesse Ben Seghir,Folarin Balogun,Take-On,Eliesse Ben Seghir,Pass (Live),,Monaco,Ligue1
15,2024-10-27,Matchweek 9,Away,Breel Embolo,Nice,Y,0.22,0.43,Right Foot,11.0,39,0-0,Marcin Bułka,Maghnes Akliouche,Maghnes Akliouche,Pass (Live),Lamine Camara,Pass (Live),,Monaco,Ligue1
1,2024-08-18,Matchweek 1,Home,Téji Savanier,Strasbourg,Y*,0.79,0.92,Right Foot,13.0,67,0-1,Karl-Johan Johnsson,,Akor Adams,Fouled,Musa Al-Taamari,Shot,,Montpellier,Ligue1
2,2024-08-31,Matchweek 3,Home,Akor Adams,Nantes,Y,0.57,0.32,Right Foot,11.0,30,0-1,Alban Lafont,,Jordan Ferri,Shot,,,,Montpellier,Ligue1
3,2024-09-22,Matchweek 5,Home,Akor Adams,Auxerre,Y,0.56,0.98,Head,4.0,65,0-1,Donovan Léon,Téji Savanier,Téji Savanier,Pass (Dead),Khalil Fayad,Pass (Live),,Montpellier,Ligue1
4,2024-09-22,Matchweek 5,Home,Modibo Sagnan,Auxerre,Y,0.04,0.37,Head,12.0,71,1-1,Donovan Léon,Falaye Sacko,Falaye Sacko,Pass (Live),Téji Savanier,Pass (Live),,Montpellier,Ligue1
5,2024-09-22,Matchweek 5,Home,Akor Adams,Auxerre,Y,0.62,0.76,Right Foot,18.0,75,2-2,Donovan Léon,Téji Savanier,Akor Adams,Take-On,Téji Savanier,Pass (Live),,Montpellier,Ligue1
6,2024-09-28,Matchweek 6,Away,Rabby Nzingoula,Monaco,Y,0.42,0.81,Right Foot,13.0,16,0-0,Philipp Köhn,Akor Adams,Akor Adams,Pass (Live),Arnaud Nordin,Pass (Live),,Montpellier,Ligue1
7,2024-10-06,Matchweek 7,Away,Arnaud Nordin,Reims,Y,0.02,0.13,Left Foot,31.0,37,0-2,Yehvann Diouf,Wahbi Khazri,Wahbi Khazri,Take-On,,,,Montpellier,Ligue1
8,2024-10-06,Matchweek 7,Away,Arnaud Nordin,Reims,Y,0.13,0.72,Left Foot,16.0,90+1,1-3,Yehvann Diouf,,Issiaga Sylla,Pass (Dead),Modibo Sagnan,Pass (Live),,Montpellier,Ligue1
1,2024-08-25,Matchweek 2,Home,Moses Simon,Auxerre,Y,0.13,0.48,Right Foot,16.0,14,0-0,Donovan Léon,Pedro Chirivella,Pedro Chirivella,Pass (Live),,,Deflected,Nantes,Ligue1
2,2024-08-25,Matchweek 2,Home,Bahereba Guirassy,Auxerre,N,0.37,0.43,Right Foot,17.0,90+6,1-0,Donovan Léon,,Bahereba Guirassy,Take-On,Bahereba Guirassy,Take-On,,Nantes,Ligue1
3,2024-08-31,Matchweek 3,Away,Matthis Abline,Montpellier,Y,0.1,0.49,Right Foot,22.0,24,0-0,Benjamin Lecomte,Tino Kadewere,Tino Kadewere,Pass (Live),Pedro Chirivella,Pass (Live),,Nantes,Ligue1
4,2024-08-31,Matchweek 3,Away,Moses Simon,Montpellier,Y,0.79,0.84,Right Foot,13.0,45+7,1-1,Benjamin Lecomte,,,Fouled,Moses Simon,Shot,,Nantes,Ligue1
5,2024-08-31,Matchweek 3,Away,Mostafa Mohamed,Montpellier,N,0.27,0.13,Right Foot,15.0,85,2-1,Benjamin Lecomte,Tino Kadewere,Tino Kadewere,Pass (Live),Louis Leroux,Pass (Live),,Nantes,Ligue1
6,2024-09-15,Matchweek 4,Home,Douglas,Reims,Y,0.14,0.81,Left Foot,15.0,28,0-0,Yehvann Diouf,Moses Simon,Moses Simon,Pass (Live),Johann Lepenant,Pass (Live),Deflected,Nantes,Ligue1
7,2024-09-22,Matchweek 5,Away,Johann Lepenant,Angers,Y,0.17,0.79,Right Foot,6.0,18,0-0,Yahia Fofana,Moses Simon,Moses Simon,Pass (Live),Pedro Chirivella,Pass (Live),,Nantes,Ligue1
8,2024-09-29,Matchweek 6,Home,Johann Lepenant,Saint-Étienne,Y,0.09,0.7,Left Foot,14.0,10,0-0,Gautier Larsonneur,,Johann Lepenant,Pass (Live),Sorba Thomas,Pass (Live),,Nantes,Ligue1
9,2024-09-29,Matchweek 6,Home,Sorba Thomas,Saint-Étienne,Y,0.54,0.98,Right Foot,5.0,49,1-0,Gautier Larsonneur,Johann Lepenant,Johann Lepenant,Pass (Live),Johann Lepenant,Take-On,,Nantes,Ligue1
10,2024-10-20,Matchweek 8,Home,Matthis Abline,Nice,Y,0.12,0.66,Head,8.0,67,0-0,Marcin Bułka,Moses Simon,Moses Simon,Pass (Live),Nicolas Cozza,Pass (Live),,Nantes,Ligue1
11,2024-10-27,Matchweek 9,Away,Bahereba Guirassy,Strasbourg,N,0.06,0.49,Right Foot,15.0,83,0-3,Đorđe Petrović,Douglas,Douglas,Pass (Live),Sorba Thomas,Pass (Live),Deflected,Nantes,Ligue1
1,2024-08-18,Matchweek 1,Away,Mohamed Ali Cho,Auxerre,Y,0.08,0.61,Head,7.0,21,0-0,Donovan Léon,Gaëtan Laborde,Gaëtan Laborde,Pass (Live),Pablo Rosario,Pass (Live),Deflected,Nice,Ligue1
2,2024-08-25,Matchweek 2,Home,Jonathan Clauss,Toulouse,Y,0.18,0.24,Right Foot,9.0,53,0-0,Guillaume Restes,Hicham Boudaoui,Hicham Boudaoui,Pass (Live),Jonathan Clauss,Pass (Live),,Nice,Ligue1
3,2024-09-01,Matchweek 3,Away,Youssouf Ndayishimiye,Angers,Y,0.1,0.41,Head,9.0,6,0-0,Yahia Fofana,Jonathan Clauss,Jonathan Clauss,Pass (Dead),Evann Guessand,Shot,,Nice,Ligue1
4,2024-09-01,Matchweek 3,Away,Hicham Boudaoui,Angers,Y,0.06,0.6,Left Foot,18.0,25,1-0,Yahia Fofana,Tanguy Ndombele,Tanguy Ndombele,Pass (Live),Jonathan Clauss,Pass (Live),Deflected,Nice,Ligue1
5,2024-09-01,Matchweek 3,Away,Evann Guessand,Angers,Y,0.97,1.0,Right Foot,3.0,72,2-1,Yahia Fofana,Jeremie Boga,Jeremie Boga,Shot,,,,Nice,Ligue1
6,2024-09-01,Matchweek 3,Away,Evann Guessand,Angers,Y,0.15,0.51,Left Foot,20.0,85,3-1,Yahia Fofana,,Evann Guessand,Take-On,,,,Nice,Ligue1
7,2024-09-20,Matchweek 5,Home,Dylan Batubinsika(OG),Saint-Étienne,Y,,,,,4,0-0,Gautier Larsonneur,,,,,,Own Goal,Nice,Ligue1
8,2024-09-20,Matchweek 5,Home,Tanguy Ndombele,Saint-Étienne,Y,0.31,0.29,Right Foot,14.0,7,1-0,Gautier Larsonneur,,Mohamed Ali Cho,Pass (Live),Evann Guessand,Pass (Live),,Nice,Ligue1
9,2024-09-20,Matchweek 5,Home,Mohamed Ali Cho,Saint-Étienne,Y,0.06,0.23,Left Foot,25.0,24,2-0,Gautier Larsonneur,Jonathan Clauss,Mohamed Ali Cho,Take-On,Evann Guessand,Pass (Live),,Nice,Ligue1
10,2024-09-20,Matchweek 5,Home,Youssoufa Moukoko,Saint-Étienne,Y,0.97,1.0,Head,2.0,26,3-0,Gautier Larsonneur,,Evann Guessand,Shot,,,,Nice,Ligue1
11,2024-09-20,Matchweek 5,Home,Evann Guessand,Saint-Étienne,Y,0.53,0.87,Right Foot,10.0,36,4-0,Gautier Larsonneur,Youssoufa Moukoko,Evann Guessand,Take-On,Youssoufa Moukoko,Pass (Live),,Nice,Ligue1
12,2024-09-20,Matchweek 5,Home,Youssoufa Moukoko,Saint-Étienne,Y,0.56,0.72,Left Foot,10.0,39,5-0,Gautier Larsonneur,Evann Guessand,Evann Guessand,Pass (Live),Mohamed Ali Cho,Pass (Live),,Nice,Ligue1
13,2024-09-20,Matchweek 5,Home,Sofiane Diop,Saint-Étienne,N,0.93,0.99,Left Foot,3.0,75,6-0,Gautier Larsonneur,,Badredine Bouanani,Shot,,,,Nice,Ligue1
14,2024-09-20,Matchweek 5,Home,Pablo Rosario,Saint-Étienne,Y,0.79,0.87,Right Foot,13.0,86,7-0,Gautier Larsonneur,,Youssouf Ndayishimiye,Fouled,Sofiane Diop,Pass (Dead),,Nice,Ligue1
15,2024-10-06,Matchweek 7,Home,Ali Abdi,Paris S-G,Y,0.02,0.12,Left Foot,24.0,39,0-0,Gianluigi Donnarumma,,,,,,Deflected,Nice,Ligue1
16,2024-10-20,Matchweek 8,Away,Evann Guessand,Nantes,Y,0.05,0.66,Left Foot,15.0,72,0-1,Alban Lafont,Sofiane Diop,Sofiane Diop,Pass (Live),Antoine Mendy,Pass (Live),,Nice,Ligue1
17,2024-10-27,Matchweek 9,Home,Evann Guessand,Monaco,Y,0.12,0.75,Head,8.0,45+1,0-1,Radosław Majecki,Ali Abdi,Ali Abdi,Pass (Dead),Mohamed Ali Cho,Fouled,,Nice,Ligue1
18,2024-10-27,Matchweek 9,Home,Gaëtan Laborde,Monaco,N,0.18,0.69,Left Foot,16.0,71,1-1,Radosław Majecki,,,,,,,Nice,Ligue1
1,2024-08-16,Matchweek 1,Away,Lee Kang-in,Le Havre,Y,0.07,0.52,Left Foot,14.0,3,0-0,Arthur Desmas,Gonçalo Ramos,Gonçalo Ramos,Pass (Live),Achraf Hakimi,Pass (Live),Deflected,Paris S-G,Ligue1
2,2024-08-16,Matchweek 1,Away,Ousmane Dembélé,Le Havre,N,0.3,0.79,Head,9.0,85,1-1,Arthur Desmas,João Neves,João Neves,Pass (Live),Vitinha,Pass (Live),,Paris S-G,Ligue1
3,2024-08-16,Matchweek 1,Away,Bradley Barcola,Le Havre,N,0.06,0.57,Right Foot,18.0,86,2-1,Arthur Desmas,João Neves,João Neves,Pass (Live),Warren Zaïre-Emery,Pass (Live),,Paris S-G,Ligue1
4,2024-08-16,Matchweek 1,Away,Randal Kolo Muani,Le Havre,N,0.79,0.63,Right Foot,13.0,90,3-1,Arthur Desmas,,Randal Kolo Muani,Fouled,João Neves,Pass (Live),,Paris S-G,Ligue1
5,2024-08-23,Matchweek 2,Home,Bradley Barcola,Montpellier,Y,0.07,0.76,Right Foot,14.0,4,0-0,Benjamin Lecomte,João Neves,João Neves,Pass (Live),Bradley Barcola,Pass (Live),,Paris S-G,Ligue1
6,2024-08-23,Matchweek 2,Home,Marco Asensio,Montpellier,Y,0.51,0.25,Right Foot,13.0,24,1-0,Benjamin Lecomte,João Neves,João Neves,Pass (Live),Bradley Barcola,Pass (Live),,Paris S-G,Ligue1
7,2024-08-23,Matchweek 2,Home,Bradley Barcola,Montpellier,Y,0.78,0.99,Left Foot,8.0,53,2-0,Benjamin Lecomte,Ousmane Dembélé,Ousmane Dembélé,Pass (Live),Marco Asensio,Pass (Live),,Paris S-G,Ligue1
8,2024-08-23,Matchweek 2,Home,Achraf Hakimi,Montpellier,Y,0.08,0.27,Right Foot,12.0,58,3-0,Benjamin Lecomte,Nuno Mendes,Nuno Mendes,Pass (Live),Marco Asensio,Pass (Live),Volley,Paris S-G,Ligue1
9,2024-08-23,Matchweek 2,Home,Warren Zaïre-Emery,Montpellier,Y,0.49,0.75,Right Foot,13.0,60,4-0,Benjamin Lecomte,Ousmane Dembélé,Warren Zaïre-Emery,Take-On,Ousmane Dembélé,Pass (Live),,Paris S-G,Ligue1
10,2024-08-23,Matchweek 2,Home,Lee Kang-in,Montpellier,N,0.03,0.17,Left Foot,23.0,82,5-0,Benjamin Lecomte,Achraf Hakimi,Achraf Hakimi,Pass (Live),Désiré Doué,Pass (Live),,Paris S-G,Ligue1
11,2024-09-01,Matchweek 3,Away,Vitinha,Lille,Y,0.79,0.79,Right Foot,13.0,33,0-0,Lucas Chevalier,,Ousmane Dembélé,Fouled,João Neves,Pass (Live),,Paris S-G,Ligue1
12,2024-09-01,Matchweek 3,Away,Bradley Barcola,Lille,Y,0.39,0.85,Right Foot,14.0,36,1-0,Lucas Chevalier,Marco Asensio,Marco Asensio,Pass (Live),Bradley Barcola,Pass (Live),,Paris S-G,Ligue1
13,2024-09-01,Matchweek 3,Away,Randal Kolo Muani,Lille,N,0.28,0.86,Head,9.0,90+2,2-1,Lucas Chevalier,Désiré Doué,Désiré Doué,Pass (Live),Vitinha,Pass (Dead),,Paris S-G,Ligue1
14,2024-09-14,Matchweek 4,Home,Ousmane Dembélé,Brest,Y,0.27,0.56,Head,4.0,42,0-1,Marco Bizot,Marco Asensio,Marco Asensio,Pass (Live),Bradley Barcola,Pass (Live),,Paris S-G,Ligue1
15,2024-09-14,Matchweek 4,Home,Fabián Ruiz Peña,Brest,Y,0.06,0.22,Left Foot,22.0,73,1-1,Marco Bizot,Achraf Hakimi,Achraf Hakimi,Pass (Live),Ousmane Dembélé,Pass (Live),,Paris S-G,Ligue1
16,2024-09-14,Matchweek 4,Home,Ousmane Dembélé,Brest,Y,0.22,0.55,Left Foot,20.0,74,2-1,Marco Bizot,,Randal Kolo Muani,Shot,,,,Paris S-G,Ligue1
17,2024-09-21,Matchweek 5,Away,Ousmane Dembélé,Reims,N,0.48,0.44,Right Foot,2.0,68,0-1,Yehvann Diouf,João Neves,João Neves,Pass (Live),Warren Zaïre-Emery,Pass (Live),,Paris S-G,Ligue1
18,2024-09-27,Matchweek 6,Home,Bradley Barcola,Rennes,Y,0.14,0.85,Right Foot,14.0,30,0-0,Steve Mandanda,Ousmane Dembélé,Ousmane Dembélé,Pass (Live),João Neves,Pass (Live),,Paris S-G,Ligue1
19,2024-09-27,Matchweek 6,Home,Lee Kang-in,Rennes,Y,0.41,0.37,Head,9.0,58,1-0,Steve Mandanda,,Bradley Barcola,Shot,,,,Paris S-G,Ligue1
20,2024-09-27,Matchweek 6,Home,Bradley Barcola,Rennes,Y,0.61,0.93,Right Foot,5.0,68,2-0,Steve Mandanda,Achraf Hakimi,Achraf Hakimi,Pass (Live),Ousmane Dembélé,Pass (Live),,Paris S-G,Ligue1
21,2024-10-06,Matchweek 7,Away,Moïse Bombito(OG),Nice,Y,,,,,52,0-1,Marcin Bułka,,,,,,Own Goal,Paris S-G,Ligue1
22,2024-10-19,Matchweek 8,Home,Senny Mayulu,Strasbourg,Y,0.28,0.71,Left Foot,10.0,18,0-0,Đorđe Petrović,Bradley Barcola,Bradley Barcola,Pass (Live),Senny Mayulu,Pass (Live),,Paris S-G,Ligue1
23,2024-10-19,Matchweek 8,Home,Marco Asensio,Strasbourg,Y,0.98,0.99,Right Foot,2.0,47,1-0,Đorđe Petrović,,Désiré Doué,Shot,,,,Paris S-G,Ligue1
24,2024-10-19,Matchweek 8,Home,Bradley Barcola,Strasbourg,Y,0.1,0.29,Right Foot,8.0,66,2-1,Đorđe Petrović,Willian Pacho,Bradley Barcola,Take-On,Willian Pacho,Pass (Live),,Paris S-G,Ligue1
25,2024-10-19,Matchweek 8,Home,Lee Kang-in,Strasbourg,N,0.19,0.82,Right Foot,8.0,90,3-1,Đorđe Petrović,João Neves,João Neves,Pass (Live),Ibrahim Mbaye,Pass (Live),,Paris S-G,Ligue1
26,2024-10-27,Matchweek 9,Away,João Neves,Marseille,Y,0.23,0.49,Right Foot,9.0,7,0-0,Gerónimo Rulli,,Bradley Barcola,Pass (Live),Nuno Mendes,Pass (Live),,Paris S-G,Ligue1
27,2024-10-27,Matchweek 9,Away,Leonardo Balerdi(OG),Marseille,Y*,,,,,29,1-0,Gerónimo Rulli,,,,,,Own Goal,Paris S-G,Ligue1
28,2024-10-27,Matchweek 9,Away,Bradley Barcola,Marseille,Y,0.52,0.95,Right Foot,9.0,40,2-0,Gerónimo Rulli,Ousmane Dembélé,Ousmane Dembélé,Pass (Live),Ousmane Dembélé,Shot,,Paris S-G,Ligue1
1,2024-08-25,Matchweek 2,Away,Sergio Akieme,Marseille,Y,0.06,0.35,Left Foot,17.0,51,0-1,Gerónimo Rulli,,Marshall Munetsi,Shot,,,,Reims,Ligue1
2,2024-08-25,Matchweek 2,Away,Yaya Kader Fofana,Marseille,Y,0.14,0.21,Right Foot,9.0,55,1-1,Gerónimo Rulli,,Yaya Kader Fofana,Take-On,Yaya Kader Fofana,Take-On,,Reims,Ligue1
3,2024-09-01,Matchweek 3,Home,Junya Ito,Rennes,Y,0.21,0.21,Head,9.0,41,0-1,Steve Mandanda,Yaya Kader Fofana,Yaya Kader Fofana,Pass (Live),Keito Nakamura,Pass (Live),,Reims,Ligue1
4,2024-09-01,Matchweek 3,Home,Oumar Diakité,Rennes,Y,0.1,0.37,Head,8.0,48,1-1,Steve Mandanda,Aurélio Buta,Aurélio Buta,Pass (Live),Junya Ito,Pass (Live),,Reims,Ligue1
5,2024-09-15,Matchweek 4,Away,Marshall Munetsi,Nantes,Y,0.1,0.13,Head,10.0,34,0-1,Alban Lafont,Nhoa Sangui,Nhoa Sangui,Pass (Live),Yaya Kader Fofana,Pass (Live),,Reims,Ligue1
6,2024-09-15,Matchweek 4,Away,Keito Nakamura,Nantes,N,0.07,0.59,Right Foot,17.0,90+1,1-1,Alban Lafont,Junya Ito,Junya Ito,Pass (Live),Marshall Munetsi,Pass (Live),,Reims,Ligue1
7,2024-09-21,Matchweek 5,Home,Keito Nakamura,Paris S-G,Y,0.08,0.1,Right Foot,11.0,9,0-0,Matvei Safonov,,Keito Nakamura,Shot,,,,Reims,Ligue1
8,2024-09-29,Matchweek 6,Away,Keito Nakamura,Angers,Y,0.11,0.61,Right Foot,15.0,9,0-0,Yahia Fofana,Cédric Kipré,Cédric Kipré,Pass (Live),Aurélio Buta,Pass (Dead),Volley,Reims,Ligue1
9,2024-09-29,Matchweek 6,Away,Junya Ito,Angers,Y,0.12,0.22,Right Foot,4.0,25,1-0,Yahia Fofana,,Oumar Diakité,Pass (Live),Yaya Kader Fofana,Pass (Live),Volley,Reims,Ligue1
10,2024-09-29,Matchweek 6,Away,Marshall Munetsi,Angers,Y,0.52,0.65,Right Foot,3.0,79,2-0,Yahia Fofana,,Mamadou Diakhon,Shot,,,,Reims,Ligue1
11,2024-10-06,Matchweek 7,Home,Marshall Munetsi,Montpellier,Y*,0.27,0.93,Other,4.0,6,0-0,Dimitry Bertaud,Oumar Diakité,Oumar Diakité,Pass (Live),Aurélio Buta,Pass (Live),Deflected,Reims,Ligue1
12,2024-10-06,Matchweek 7,Home,Keito Nakamura,Montpellier,Y,0.05,0.51,Right Foot,27.0,25,1-0,Dimitry Bertaud,,Keito Nakamura,Take-On,Nhoa Sangui,Pass (Live),,Reims,Ligue1
13,2024-10-06,Matchweek 7,Home,Oumar Diakité,Montpellier,Y,0.45,0.22,Head,8.0,57,2-1,Dimitry Bertaud,Keito Nakamura,Keito Nakamura,Pass (Live),Nhoa Sangui,Pass (Dead),,Reims,Ligue1
14,2024-10-06,Matchweek 7,Home,Teddy Teuma,Montpellier,N,0.79,0.71,Left Foot,13.0,90+3,3-2,Dimitry Bertaud,,,Fouled,Mohammed Daramy,Shot,,Reims,Ligue1
15,2024-10-20,Matchweek 8,Away,Keito Nakamura,Auxerre,Y,0.3,0.2,Head,4.0,90+5,0-2,Donovan Léon,Junya Ito,Junya Ito,Pass (Live),Joseph Okumu,Pass (Live),,Reims,Ligue1
16,2024-10-26,Matchweek 9,Home,Joseph Okumu,Brest,Y,0.13,0.19,Head,8.0,29,0-2,Marco Bizot,Junya Ito,Junya Ito,Pass (Dead),Joseph Okumu,Pass (Live),,Reims,Ligue1
1,2024-08-18,Matchweek 1,Home,Benjamin Bourigeaud,Lyon,Y,0.11,0.48,Right Foot,22.0,19,0-0,Lucas Perri,Ludovic Blas,Ludovic Blas,Pass (Dead),Ludovic Blas,Fouled,Deflected,Rennes,Ligue1
2,2024-08-18,Matchweek 1,Home,Amine Gouiri,Lyon,Y,0.24,0.82,Right Foot,15.0,21,1-0,Lucas Perri,,Amine Gouiri,Take-On,,,,Rennes,Ligue1
3,2024-08-18,Matchweek 1,Home,Henrik Meister,Lyon,N,0.05,0.21,Right Foot,18.0,90+1,2-0,Lucas Perri,Amine Gouiri,Amine Gouiri,Pass (Live),Henrik Meister,Pass (Live),,Rennes,Ligue1
4,2024-08-25,Matchweek 2,Away,Ludovic Blas,Strasbourg,Y,0.3,0.53,Left Foot,14.0,57,0-2,Karl-Johan Johnsson,,Glen Kamara,Pass (Live),Azor Matusiwa,Pass (Live),,Rennes,Ligue1
5,2024-09-01,Matchweek 3,Away,Leo Skiri Østigård,Reims,Y,0.13,0.63,Head,9.0,13,0-0,Yehvann Diouf,Ludovic Blas,Ludovic Blas,Pass (Dead),Arnaud Kalimuendo,Shot,Deflected,Rennes,Ligue1
6,2024-09-15,Matchweek 4,Home,Ludovic Blas,Montpellier,Y,0.07,0.75,Left Foot,17.0,24,0-0,Benjamin Lecomte,Albert Grønbaek,Albert Grønbaek,Pass (Dead),Albert Grønbaek,Fouled,,Rennes,Ligue1
7,2024-09-15,Matchweek 4,Home,Arnaud Kalimuendo,Montpellier,Y,0.06,0.59,Head,11.0,35,1-0,Benjamin Lecomte,Lorenz Assignon,Lorenz Assignon,Pass (Live),Hans Hateboer,Pass (Live),,Rennes,Ligue1
8,2024-09-15,Matchweek 4,Home,Albert Grønbaek,Montpellier,Y,0.18,0.17,Right Foot,13.0,60,2-0,Benjamin Lecomte,Baptiste Santamaria,Albert Grønbaek,Take-On,Baptiste Santamaria,Pass (Live),,Rennes,Ligue1
9,2024-09-21,Matchweek 5,Home,Arnaud Kalimuendo,Lens,Y,0.79,0.86,Right Foot,13.0,24,0-0,Brice Samba,,Baptiste Santamaria,Fouled,Adrien Truffert,Pass (Live),,Rennes,Ligue1
10,2024-09-27,Matchweek 6,Away,Arnaud Kalimuendo,Paris S-G,Y,0.79,0.81,Right Foot,13.0,75,0-3,Matvei Safonov,,,Fouled,Ludovic Blas,Pass (Dead),,Rennes,Ligue1
11,2024-10-05,Matchweek 7,Home,Ludovic Blas,Monaco,Y,0.01,0.03,Left Foot,36.0,11,0-1,Philipp Köhn,Glen Kamara,Glen Kamara,Pass (Live),,,,Rennes,Ligue1
12,2024-10-19,Matchweek 8,Away,Jota,Brest,N,0.98,0.93,Other,1.0,86,0-1,Marco Bizot,,Albert Grønbaek,Pass (Live),Albert Grønbaek,Take-On,,Rennes,Ligue1
13,2024-10-25,Matchweek 9,Home,Carlos Gómez,Le Havre,Y,0.05,0.78,Left Foot,14.0,54,0-0,Arthur Desmas,,Jota,Pass (Live),Mikayil Ngor Faye,Pass (Live),,Rennes,Ligue1
1,2024-09-13,Matchweek 4,Home,Mathieu Cafaro,Lille,Y,0.07,0.41,Right Foot,15.0,6,0-0,Lucas Chevalier,Zuriko Davitashvili,Zuriko Davitashvili,Pass (Live),Zuriko Davitashvili,Take-On,Deflected,Saint-Étienne,Ligue1
2,2024-09-29,Matchweek 6,Away,Ibrahim Sissoko,Nantes,Y,0.06,0.39,Head,10.0,57,0-2,Alban Lafont,Zuriko Davitashvili,Zuriko Davitashvili,Pass (Live),Ben Old,Pass (Live),,Saint-Étienne,Ligue1
3,2024-09-29,Matchweek 6,Away,Ibrahim Sissoko,Nantes,Y,0.79,0.67,Right Foot,13.0,67,1-2,Alban Lafont,,Mickael Nade,Fouled,Dennis Appiah,Pass (Live),,Saint-Étienne,Ligue1
4,2024-10-05,Matchweek 7,Home,Zuriko Davitashvili,Auxerre,Y,0.15,0.67,Right Foot,16.0,15,0-0,Donovan Léon,Léo Pétrot,Léo Pétrot,Pass (Live),Zuriko Davitashvili,Pass (Live),,Saint-Étienne,Ligue1
5,2024-10-05,Matchweek 7,Home,Zuriko Davitashvili,Auxerre,Y,0.13,0.06,Right Foot,21.0,54,1-0,Donovan Léon,Ibrahim Sissoko,Zuriko Davitashvili,Take-On,Ibrahim Sissoko,Pass (Live),,Saint-Étienne,Ligue1
6,2024-10-05,Matchweek 7,Home,Zuriko Davitashvili,Auxerre,Y,0.52,0.3,Right Foot,16.0,86,2-1,Donovan Léon,Lucas Stassin,Lucas Stassin,Pass (Live),Mathieu Cafaro,Pass (Live),,Saint-Étienne,Ligue1
7,2024-10-26,Matchweek 9,Away,Zuriko Davitashvili,Angers,Y,0.79,0.85,Right Foot,13.0,16,0-1,Yahia Fofana,,Lucas Stassin,Fouled,Dennis Appiah,Pass (Dead),,Saint-Étienne,Ligue1
8,2024-10-26,Matchweek 9,Away,Zuriko Davitashvili,Angers,Y,0.06,0.49,Right Foot,22.0,57,1-2,Yahia Fofana,Lucas Stassin,Lucas Stassin,Pass (Live),Lucas Stassin,Take-On,Deflected,Saint-Étienne,Ligue1
1,2024-08-18,Matchweek 1,Away,Habib Diarra,Montpellier,Y*,0.06,0.44,Right Foot,18.0,58,0-0,Benjamin Lecomte,Ismaël Doukouré,Ismaël Doukouré,Pass (Live),Guela Doué,Pass (Live),,Strasbourg,Ligue1
2,2024-08-25,Matchweek 2,Home,Andrey Santos,Rennes,Y,0.13,0.79,Left Foot,5.0,23,0-0,Steve Mandanda,Saidou Sow,Abakar Sylla,Shot,,,Volley,Strasbourg,Ligue1
3,2024-08-25,Matchweek 2,Home,Emanuel Emegha,Rennes,Y,0.08,0.34,Left Foot,6.0,48,1-0,Steve Mandanda,,Diego Moreira,Fouled,Guela Doué,Pass (Live),,Strasbourg,Ligue1
4,2024-08-25,Matchweek 2,Home,Christopher Wooh(OG),Rennes,Y,,,,,87,2-1,Steve Mandanda,,,,,,Own Goal,Strasbourg,Ligue1
5,2024-08-30,Matchweek 3,Away,Sebastian Nanasi,Lyon,Y,0.7,0.97,Right Foot,8.0,3,0-0,Lucas Perri,,Félix Lemaréchal,Pass (Live),Andrey Santos,Tackle,,Strasbourg,Ligue1
6,2024-08-30,Matchweek 3,Away,Andrey Santos,Lyon,Y,0.2,0.82,Head,7.0,48,1-1,Lucas Perri,Dilane Bakwa,Dilane Bakwa,Pass (Live),Ismaël Doukouré,Pass (Live),,Strasbourg,Ligue1
7,2024-08-30,Matchweek 3,Away,Emanuel Emegha,Lyon,Y,0.64,0.31,Right Foot,15.0,58,2-1,Lucas Perri,Caleb Wiley,Caleb Wiley,Pass (Live),Saidou Sow,Pass (Live),,Strasbourg,Ligue1
8,2024-09-15,Matchweek 4,Home,Sebastian Nanasi,Angers,Y,0.89,0.99,Right Foot,5.0,31,0-0,Yahia Fofana,Dilane Bakwa,Dilane Bakwa,Pass (Live),Sebastian Nanasi,Pass (Live),,Strasbourg,Ligue1
9,2024-09-21,Matchweek 5,Away,Andrey Santos,Lille,Y,0.95,0.76,Left Foot,2.0,30,0-2,Lucas Chevalier,,Sebastian Nanasi,Shot,,,,Strasbourg,Ligue1
10,2024-09-21,Matchweek 5,Away,Emanuel Emegha,Lille,Y,0.55,0.81,Head,5.0,42,1-2,Lucas Chevalier,Diego Moreira,Diego Moreira,Pass (Live),Sebastian Nanasi,Pass (Live),,Strasbourg,Ligue1
11,2024-09-21,Matchweek 5,Away,Sebastian Nanasi,Lille,Y,0.63,0.63,Right Foot,17.0,66,2-2,Lucas Chevalier,Emanuel Emegha,Emanuel Emegha,Pass (Live),Sebastian Nanasi,Pass (Live),,Strasbourg,Ligue1
12,2024-09-29,Matchweek 6,Home,Diego Moreira,Marseille,Y,0.02,0.02,Left Foot,15.0,40,0-0,Gerónimo Rulli,Sebastian Nanasi,Sebastian Nanasi,Pass (Live),Dilane Bakwa,Pass (Live),,Strasbourg,Ligue1
